				In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone
High	Trial     2	B3	0:10:00-0:11:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     2	B3	0:11:00-0:12:00	60	1	60	100	40.56	1	40.56	67.6	19.44	1	19.44	32.4
High	Trial     2	B3	0:12:00-0:13:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     2	B3	0:13:00-0:14:00	29.98	2	59.96	99.9333	NA	0	0	0	29.98	2	59.96	99.9333
High	Trial     2	B3	0:14:00-0:15:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     2	B3	0:15:00-0:16:00	60	1	60	100	0.941714	35	32.96	54.9333	0.772571	35	27.04	45.0667
High	Trial     2	B3	0:16:00-0:17:00	29.94	2	59.88	99.8	2.52923	13	32.88	54.8	1.92571	14	26.96	44.9333
High	Trial     2	B3	0:17:00-0:18:00	60	1	60	100	1.66	18	29.88	49.8	1.58526	19	30.12	50.2
High	Trial     2	B3	0:18:00-0:19:00	60	1	60	100	2.80533	15	42.08	70.1333	1.37538	13	17.88	29.8
High	Trial     2	B3	0:19:00-0:20:00	60	1	60	100	1.398	20	27.96	46.6	1.68421	19	32	53.3333
High	Trial     2	B3	0:20:00-0:21:00	60	1	60	100	2.14	2	4.28	7.13333	18.5733	3	55.72	92.8667
High	Trial     2	B3	0:21:00-0:22:00	60	1	60	100	7.85	4	31.4	52.3333	7.15	4	28.6	47.6667
High	Trial     2	B3	0:22:00-0:23:00	60	1	60	100	4.415	8	35.32	58.8667	3.52571	7	24.68	41.1333
High	Trial     2	B3	0:23:00-0:24:00	60	1	60	100	4.16	9	37.44	62.4	2.50667	9	22.56	37.6
High	Trial     2	B3	0:24:00-0:25:00	29.94	2	59.88	99.8	1.48	2	2.96	4.93333	14.23	4	56.92	94.8667
High	Trial     2	B3	0:25:00-0:26:00	60	1	60	100	4.61333	6	27.68	46.1333	4.61714	7	32.32	53.8667
High	Trial     2	B3	0:26:00-0:27:00	60	1	60	100	4.7	6	28.2	47	6.344	5	31.72	52.8667
High	Trial     2	B3	0:27:00-0:28:00	60	1	60	100	3.864	5	19.32	32.2	8.136	5	40.68	67.8
High	Trial     2	B3	0:28:00-0:29:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     2	B3	0:29:00-0:30:00	60	1	60	100	29.98	2	59.96	99.9333	0.04	1	0.04	0.0666667
High	Trial     2	B3	0:30:00-0:31:00	60	1	60	100	1.624	20	32.48	54.1333	1.52667	18	27.48	45.8
High	Trial     2	B3	0:31:00-0:32:00	60	1	60	100	3.04333	12	36.52	60.8667	2.13455	11	23.48	39.1333
High	Trial     2	B3	0:32:00-0:33:00	60	1	60	100	2.664	15	39.96	66.6	1.336	15	20.04	33.4
High	Trial     2	B3	0:33:00-0:34:00	14.84	4	59.36	98.9333	3.62462	13	47.12	78.5333	1.224	10	12.24	20.4
High	Trial     2	B3	0:34:00-0:35:00	60	1	60	100	2.22154	13	28.88	48.1333	2.39385	13	31.12	51.8667
High	Trial     2	B3	0:35:00-0:36:00	60	1	60	100	3.54286	7	24.8	41.3333	5.02857	7	35.2	58.6667
High	Trial     2	B3	0:36:00-0:37:00	60	1	60	100	4.44	7	31.08	51.8	4.13143	7	28.92	48.2
High	Trial     2	B3	0:37:00-0:38:00	29.96	2	59.92	99.8667	22.38	2	44.76	74.6	15.16	1	15.16	25.2667
High	Trial     2	B3	0:38:00-0:39:00	60	1	60	100	14.36	1	14.36	23.9333	22.82	2	45.64	76.0667
High	Trial     2	B3	0:39:00-0:40:00	60	1	60	100	24.8	1	24.8	41.3333	35.2	1	35.2	58.6667
High	Trial     2	B3	0:40:00-0:41:00	60	1	60	100	6.73714	7	47.16	78.6	2.14	6	12.84	21.4
High	Trial     2	B3	0:41:00-0:42:00	60	1	60	100	6.49143	7	45.44	75.7333	2.42667	6	14.56	24.2667
High	Trial     2	B3	0:42:00-0:43:00	60	1	60	100	6.96571	7	48.76	81.2667	1.60571	7	11.24	18.7333
High	Trial     2	B3	0:43:00-0:44:00	60	1	60	100	9.71	4	38.84	64.7333	4.232	5	21.16	35.2667
High	Trial     2	B3	0:44:00-0:45:00	29.96	2	59.92	99.8667	6.94667	3	20.84	34.7333	9.77	4	39.08	65.1333
High	Trial     3	A1	Start-0:01:00	0.288	5	1.44	2.4	0.288	5	1.44	2.4	NA	0	0	0
High	Trial     3	A1	0:01:00-0:02:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
High	Trial     3	A1	0:02:00-0:03:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
High	Trial     3	A1	0:03:00-0:04:00	56.16	1	56.16	93.6	8.62	2	17.24	28.7333	38.92	1	38.92	64.8667
High	Trial     3	A1	0:04:00-0:05:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	A1	0:05:00-0:06:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	A1	0:06:00-0:07:00	60	1	60	100	37.48	1	37.48	62.4667	22.52	1	22.52	37.5333
High	Trial     3	A1	0:07:00-0:08:00	19.96	3	59.88	99.8	NA	0	0	0	19.96	3	59.88	99.8
High	Trial     3	A1	0:08:00-0:09:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	A1	0:09:00-0:10:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	A1	0:10:00-0:11:00	60	1	60	100	25.24	1	25.24	42.0667	34.76	1	34.76	57.9333
High	Trial     3	A1	0:11:00-0:12:00	60	1	60	100	29.62	2	59.24	98.7333	0.76	1	0.76	1.26667
High	Trial     3	A1	0:12:00-0:13:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	A1	0:13:00-0:14:00	60	1	60	100	29.98	2	59.96	99.9333	0.04	1	0.04	0.0666667
High	Trial     3	A1	0:14:00-0:15:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	A1	0:15:00-0:16:00	60	1	60	100	2.94	16	47.04	78.4	0.864	15	12.96	21.6
High	Trial     3	A1	0:16:00-0:17:00	60	1	60	100	3.4725	16	55.56	92.6	0.2775	16	4.44	7.4
High	Trial     3	A1	0:17:00-0:18:00	60	1	60	100	2.76444	18	49.76	82.9333	0.568889	18	10.24	17.0667
High	Trial     3	A1	0:18:00-0:19:00	60	1	60	100	1.36615	26	35.52	59.2	0.906667	27	24.48	40.8
High	Trial     3	A1	0:19:00-0:20:00	60	1	60	100	0.875714	28	24.52	40.8667	1.22345	29	35.48	59.1333
High	Trial     3	A1	0:20:00-0:21:00	60	1	60	100	1.34222	9	12.08	20.1333	4.788	10	47.88	79.8
High	Trial     3	A1	0:21:00-0:22:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	A1	0:22:00-0:23:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	A1	0:23:00-0:24:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	A1	0:24:00-0:25:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	A1	0:25:00-0:26:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	A1	0:26:00-0:27:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	A1	0:27:00-0:28:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	A1	0:28:00-0:29:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	A1	0:29:00-0:30:00	60	1	60	100	7.86667	3	23.6	39.3333	12.1333	3	36.4	60.6667
High	Trial     3	A1	0:30:00-0:31:00	29.96	2	59.92	99.8667	2.118	20	42.36	70.6	0.828571	21	17.4	29
High	Trial     3	A1	0:31:00-0:32:00	60	1	60	100	1.72381	21	36.2	60.3333	1.13333	21	23.8	39.6667
High	Trial     3	A1	0:32:00-0:33:00	60	1	60	100	1.66	10	16.6	27.6667	4.34	10	43.4	72.3333
High	Trial     3	A1	0:33:00-0:34:00	29.94	2	59.88	99.8	2.10737	19	40.04	66.7333	1.1	18	19.8	33
High	Trial     3	A1	0:34:00-0:35:00	60	1	60	100	2.24706	17	38.2	63.6667	1.28235	17	21.8	36.3333
High	Trial     3	A1	0:35:00-0:36:00	60	1	60	100	1.44	11	15.84	26.4	3.68	12	44.16	73.6
High	Trial     3	A1	0:36:00-0:37:00	60	1	60	100	0.06	2	0.12	0.2	19.96	3	59.88	99.8
High	Trial     3	A1	0:37:00-0:38:00	60	1	60	100	3.96	1	3.96	6.6	56.04	1	56.04	93.4
High	Trial     3	A1	0:38:00-0:39:00	60	1	60	100	22.24	2	44.48	74.1333	15.52	1	15.52	25.8667
High	Trial     3	A1	0:39:00-0:40:00	60	1	60	100	8.1	2	16.2	27	43.8	1	43.8	73
High	Trial     3	A1	0:40:00-0:41:00	29.96	2	59.92	99.8667	6.5	2	13	21.6667	15.64	3	46.92	78.2
High	Trial     3	A1	0:41:00-0:42:00	60	1	60	100	9.44	4	37.76	62.9333	5.56	4	22.24	37.0667
High	Trial     3	A1	0:42:00-0:43:00	60	1	60	100	9.48	2	18.96	31.6	20.52	2	41.04	68.4
High	Trial     3	A1	0:43:00-0:44:00	60	1	60	100	26.48	2	52.96	88.2667	2.34667	3	7.04	11.7333
High	Trial     3	A1	0:44:00-0:45:00	60	1	60	100	5.98	6	35.88	59.8	3.44571	7	24.12	40.2
High	Trial     3	B4	Start-0:01:00	29.96	2	59.92	99.8667	NA	0	0	0	29.96	2	59.92	99.8667
High	Trial     3	B4	0:01:00-0:02:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:02:00-0:03:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:03:00-0:04:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:04:00-0:05:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:05:00-0:06:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:06:00-0:07:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:07:00-0:08:00	19.96	3	59.88	99.8	NA	0	0	0	19.96	3	59.88	99.8
High	Trial     3	B4	0:08:00-0:09:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:09:00-0:10:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:10:00-0:11:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:11:00-0:12:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:12:00-0:13:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:13:00-0:14:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:14:00-0:15:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:15:00-0:16:00	60	1	60	100	25.38	2	50.76	84.6	4.62	2	9.24	15.4
High	Trial     3	B4	0:16:00-0:17:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:17:00-0:18:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:18:00-0:19:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:19:00-0:20:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:20:00-0:21:00	60	1	60	100	29.98	2	59.96	99.9333	0.04	1	0.04	0.0666667
High	Trial     3	B4	0:21:00-0:22:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:22:00-0:23:00	60	1	60	100	29.86	2	59.72	99.5333	0.28	1	0.28	0.466667
High	Trial     3	B4	0:23:00-0:24:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:24:00-0:25:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:25:00-0:26:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:26:00-0:27:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:27:00-0:28:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:28:00-0:29:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:29:00-0:30:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:30:00-0:31:00	29.96	2	59.92	99.8667	4.82	2	9.64	16.0667	50.28	1	50.28	83.8
High	Trial     3	B4	0:31:00-0:32:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:32:00-0:33:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:33:00-0:34:00	29.94	2	59.88	99.8	NA	0	0	0	29.94	2	59.88	99.8
High	Trial     3	B4	0:34:00-0:35:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	B4	0:35:00-0:36:00	60	1	60	100	59.64	1	59.64	99.4	0.36	1	0.36	0.6
High	Trial     3	B4	0:36:00-0:37:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:37:00-0:38:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:38:00-0:39:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:39:00-0:40:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:40:00-0:41:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
High	Trial     3	B4	0:41:00-0:42:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:42:00-0:43:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:43:00-0:44:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	B4	0:44:00-0:45:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	Start-0:01:00	29.96	2	59.92	99.8667	NA	0	0	0	29.96	2	59.92	99.8667
High	Trial     3	C1	0:01:00-0:02:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:02:00-0:03:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:03:00-0:04:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:04:00-0:05:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:05:00-0:06:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:06:00-0:07:00	60	1	60	100	28.88	1	28.88	48.1333	31.12	1	31.12	51.8667
High	Trial     3	C1	0:07:00-0:08:00	19.96	3	59.88	99.8	10.8533	3	32.56	54.2667	27.32	1	27.32	45.5333
High	Trial     3	C1	0:08:00-0:09:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:09:00-0:10:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:10:00-0:11:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:11:00-0:12:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:12:00-0:13:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:13:00-0:14:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:14:00-0:15:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:15:00-0:16:00	60	1	60	100	1.68667	6	10.12	16.8667	8.30667	6	49.84	83.0667
High	Trial     3	C1	0:16:00-0:17:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:17:00-0:18:00	60	1	60	100	1.28	1	1.28	2.13333	58.72	1	58.72	97.8667
High	Trial     3	C1	0:18:00-0:19:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:19:00-0:20:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:20:00-0:21:00	60	1	60	100	12.76	1	12.76	21.2667	47.24	1	47.24	78.7333
High	Trial     3	C1	0:21:00-0:22:00	60	1	60	100	42.12	1	42.12	70.2	17.88	1	17.88	29.8
High	Trial     3	C1	0:22:00-0:23:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:23:00-0:24:00	20.3	2	40.6	67.6667	13.52	3	40.56	67.6	0.04	1	0.04	0.0666667
High	Trial     3	C1	0:24:00-0:25:00	57.44	1	57.44	95.7333	57.44	1	57.44	95.7333	NA	0	0	0
High	Trial     3	C1	0:25:00-0:26:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:26:00-0:27:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:27:00-0:28:00	60	1	60	100	29.98	2	59.96	99.9333	0.04	1	0.04	0.0666667
High	Trial     3	C1	0:28:00-0:29:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:29:00-0:30:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:30:00-0:31:00	29.96	2	59.92	99.8667	19.9467	3	59.84	99.7333	0.08	1	0.08	0.133333
High	Trial     3	C1	0:31:00-0:32:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:32:00-0:33:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:33:00-0:34:00	29.94	2	59.88	99.8	29.94	2	59.88	99.8	NA	0	0	0
High	Trial     3	C1	0:34:00-0:35:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:35:00-0:36:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:36:00-0:37:00	60	1	60	100	55.84	1	55.84	93.0667	4.16	1	4.16	6.93333
High	Trial     3	C1	0:37:00-0:38:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:38:00-0:39:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:39:00-0:40:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     3	C1	0:40:00-0:41:00	29.96	2	59.92	99.8667	32	1	32	53.3333	13.96	2	27.92	46.5333
High	Trial     3	C1	0:41:00-0:42:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:42:00-0:43:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:43:00-0:44:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     3	C1	0:44:00-0:45:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	A4	Start-0:01:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     4	A4	0:01:00-0:02:00	60	1	60	100	47.12	1	47.12	78.5333	12.88	1	12.88	21.4667
High	Trial     4	A4	0:02:00-0:03:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	A4	0:03:00-0:04:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	A4	0:04:00-0:05:00	29.98	2	59.96	99.9333	10.9	4	43.6	72.6667	16.32	1	16.32	27.2
High	Trial     4	A4	0:05:00-0:06:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	A4	0:06:00-0:07:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	A4	0:07:00-0:08:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	A4	0:08:00-0:09:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	A4	0:09:00-0:10:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	A4	0:10:00-0:11:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	A4	0:11:00-0:12:00	29.98	2	59.96	99.9333	38.44	1	38.44	64.0667	10.76	2	21.52	35.8667
High	Trial     4	A4	0:12:00-0:13:00	60	1	60	100	10	4	40	66.6667	5	4	20	33.3333
High	Trial     4	A4	0:13:00-0:14:00	37	1	37	61.6667	12.28	3	36.84	61.4	0.08	2	0.16	0.266667
High	Trial     4	A4	0:14:00-0:15:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
High	Trial     4	A4	0:15:00-0:16:00	29.18	2	58.36	97.2667	2.09913	23	48.28	80.4667	0.458182	22	10.08	16.8
High	Trial     4	A4	0:16:00-0:17:00	60	1	60	100	1.71048	21	35.92	59.8667	1.09273	22	24.04	40.0667
High	Trial     4	A4	0:17:00-0:18:00	29.92	2	59.84	99.7333	2.52	17	42.84	71.4	1.13333	15	17	28.3333
High	Trial     4	A4	0:18:00-0:19:00	29.9	2	59.8	99.6667	2.24571	14	31.44	52.4	1.89067	15	28.36	47.2667
High	Trial     4	A4	0:19:00-0:20:00	60	1	60	100	1.8	11	19.8	33	3.35	12	40.2	67
High	Trial     4	A4	0:20:00-0:21:00	29.12	2	58.24	97.0667	2.08667	12	25.04	41.7333	3.01818	11	33.2	55.3333
High	Trial     4	A4	0:21:00-0:22:00	60	1	60	100	3.568	5	17.84	29.7333	8.432	5	42.16	70.2667
High	Trial     4	A4	0:22:00-0:23:00	60	1	60	100	21.68	2	43.36	72.2667	8.32	2	16.64	27.7333
High	Trial     4	A4	0:23:00-0:24:00	60	1	60	100	18.5333	3	55.6	92.6667	2.2	2	4.4	7.33333
High	Trial     4	A4	0:24:00-0:25:00	60	1	60	100	20.98	2	41.96	69.9333	18.04	1	18.04	30.0667
High	Trial     4	A4	0:25:00-0:26:00	29.92	2	59.84	99.7333	9.67	4	38.68	64.4667	10.58	2	21.16	35.2667
High	Trial     4	A4	0:26:00-0:27:00	60	1	60	100	14.42	2	28.84	48.0667	15.58	2	31.16	51.9333
High	Trial     4	A4	0:27:00-0:28:00	29.88	2	59.76	99.6	8.36	2	16.72	27.8667	14.3467	3	43.04	71.7333
High	Trial     4	A4	0:28:00-0:29:00	29.98	2	59.96	99.9333	5.76	4	23.04	38.4	18.46	2	36.92	61.5333
High	Trial     4	A4	0:29:00-0:30:00	60	1	60	100	2.4	11	26.4	44	3.348	10	33.48	55.8
High	Trial     4	A4	0:30:00-0:31:00	29.96	2	59.92	99.8667	1.91	20	38.2	63.6667	1.086	20	21.72	36.2
High	Trial     4	A4	0:31:00-0:32:00	60	1	60	100	1.96267	15	29.44	49.0667	1.91	16	30.56	50.9333
High	Trial     4	A4	0:32:00-0:33:00	11.696	5	58.48	97.4667	1.8736	25	46.84	78.0667	0.554286	21	11.64	19.4
High	Trial     4	A4	0:33:00-0:34:00	29.96	2	59.92	99.8667	3.74545	11	41.2	68.6667	1.70182	11	18.72	31.2
High	Trial     4	A4	0:34:00-0:35:00	60	1	60	100	6.84571	7	47.92	79.8667	2.01333	6	12.08	20.1333
High	Trial     4	A4	0:35:00-0:36:00	60	1	60	100	1.27	4	5.08	8.46667	13.73	4	54.92	91.5333
High	Trial     4	A4	0:36:00-0:37:00	60	1	60	100	8.96	1	8.96	14.9333	25.52	2	51.04	85.0667
High	Trial     4	A4	0:37:00-0:38:00	29.86	2	59.72	99.5333	1.06	18	19.08	31.8	2.13684	19	40.6	67.6667
High	Trial     4	A4	0:38:00-0:39:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     4	A4	0:39:00-0:40:00	60	1	60	100	6.64	2	13.28	22.1333	15.5733	3	46.72	77.8667
High	Trial     4	A4	0:40:00-0:41:00	60	1	60	100	1.64	1	1.64	2.73333	29.18	2	58.36	97.2667
High	Trial     4	A4	0:41:00-0:42:00	60	1	60	100	3.46	2	6.92	11.5333	26.54	2	53.08	88.4667
High	Trial     4	A4	0:42:00-0:43:00	60	1	60	100	9.18667	3	27.56	45.9333	10.8133	3	32.44	54.0667
High	Trial     4	A4	0:43:00-0:44:00	29.94	2	59.88	99.8	NA	0	0	0	29.94	2	59.88	99.8
High	Trial     4	A4	0:44:00-0:45:00	60	1	60	100	22.8	1	22.8	38	18.6	2	37.2	62
High	Trial     4	B3	Start-0:01:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	B3	0:01:00-0:02:00	60	1	60	100	21.56	2	43.12	71.8667	8.44	2	16.88	28.1333
High	Trial     4	B3	0:02:00-0:03:00	60	1	60	100	11.8	1	11.8	19.6667	48.2	1	48.2	80.3333
High	Trial     4	B3	0:03:00-0:04:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	B3	0:04:00-0:05:00	29.98	2	59.96	99.9333	29.98	2	59.96	99.9333	NA	0	0	0
High	Trial     4	B3	0:05:00-0:06:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	B3	0:06:00-0:07:00	60	1	60	100	25.76	2	51.52	85.8667	8.48	1	8.48	14.1333
High	Trial     4	B3	0:07:00-0:08:00	60	1	60	100	30.4	1	30.4	50.6667	29.6	1	29.6	49.3333
High	Trial     4	B3	0:08:00-0:09:00	60	1	60	100	14.6	3	43.8	73	5.4	3	16.2	27
High	Trial     4	B3	0:09:00-0:10:00	60	1	60	100	29.94	2	59.88	99.8	0.12	1	0.12	0.2
High	Trial     4	B3	0:10:00-0:11:00	60	1	60	100	29.94	2	59.88	99.8	0.12	1	0.12	0.2
High	Trial     4	B3	0:11:00-0:12:00	29.98	2	59.96	99.9333	29.98	2	59.96	99.9333	NA	0	0	0
High	Trial     4	B3	0:12:00-0:13:00	60	1	60	100	23.52	2	47.04	78.4	12.96	1	12.96	21.6
High	Trial     4	B3	0:13:00-0:14:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	B3	0:14:00-0:15:00	60	1	60	100	60	1	60	100	NA	0	0	0
High	Trial     4	B3	0:15:00-0:16:00	29.98	2	59.96	99.9333	3.64286	14	51	85	0.746667	12	8.96	14.9333
High	Trial     4	B3	0:16:00-0:17:00	60	1	60	100	4.43385	13	57.64	96.0667	0.196667	12	2.36	3.93333
High	Trial     4	B3	0:17:00-0:18:00	29.92	2	59.84	99.7333	4.07667	12	48.92	81.5333	1.20889	9	10.88	18.1333
High	Trial     4	B3	0:18:00-0:19:00	29.9	2	59.8	99.6667	3.66571	14	51.32	85.5333	0.652308	13	8.48	14.1333
High	Trial     4	B3	0:19:00-0:20:00	60	1	60	100	1.80182	22	39.64	66.0667	0.923636	22	20.32	33.8667
High	Trial     4	B3	0:20:00-0:21:00	60	1	60	100	4.16	8	33.28	55.4667	3.335	8	26.68	44.4667
High	Trial     4	B3	0:21:00-0:22:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     4	B3	0:22:00-0:23:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     4	B3	0:23:00-0:24:00	60	1	60	100	6.94	2	13.88	23.1333	11.52	4	46.08	76.8
High	Trial     4	B3	0:24:00-0:25:00	60	1	60	100	0.4832	25	12.08	20.1333	1.21684	38	46.24	77.0667
High	Trial     4	B3	0:25:00-0:26:00	29.92	2	59.84	99.7333	9.7	4	38.8	64.6667	5.26	4	21.04	35.0667
High	Trial     4	B3	0:26:00-0:27:00	60	1	60	100	4.6	4	18.4	30.6667	10.4	4	41.6	69.3333
High	Trial     4	B3	0:27:00-0:28:00	29.88	2	59.76	99.6	3.04	4	12.16	20.2667	15.8667	3	47.6	79.3333
High	Trial     4	B3	0:28:00-0:29:00	29.98	2	59.96	99.9333	4.46	2	8.92	14.8667	12.76	4	51.04	85.0667
High	Trial     4	B3	0:29:00-0:30:00	60	1	60	100	NA	0	0	0	60	1	60	100
High	Trial     4	B3	0:30:00-0:31:00	29.94	2	59.88	99.8	2.05333	15	30.8	51.3333	1.93867	15	29.08	48.4667
High	Trial     4	B3	0:31:00-0:32:00	60	1	60	100	2.4	8	19.2	32	5.1	8	40.8	68
